"created","text"
"5/4/2017","Live report Internasional Seminar Gunadarma Sharia Economic Event 2017 Warbiasaa https://t.co/eSqwtz5EpZ"
"5/4/2017","@gunadarma_ Kalo mau daftar lgsg ke depok musti bawa apa aja ka?"
"5/4/2017","@fdgittaxx Akan dikabarkan selanjutnya."
"5/4/2017","At Kampus L2 Universitas Gunadarma  https://t.co/s5g2GBY74w"
"5/4/2017","@gunadarma_ kak pendaftaran onlinenya kapan dibuka? Waktu itu aku udh telpon panitia pendaftaran online mahasiswa baru ktnya udah tp gabisa"
"5/4/2017","Shil udah setahun ye ternyata gue kena bully. Selamat, (w/ Shilvy at Kampus G Universitas Gunadarma) [pic]  https://t.co/RF9VGHbUQx"
"5/4/2017","Pajak (at Universitas Gunadarma Kampus B)  https://t.co/77LvU6Ul6P"
"5/4/2017","Item item wkwk (at Gunadarma University Karawaci)  https://t.co/EIqYra2wXD"
"5/4/2017","Seminar Islam ""Siapa bilang Islam intoleran?""  Kamis, 6 April 2017 di Ruang Cinema Univ.Gunadarma Kalimalang Pukul https://t.co/drdV0L3xeW"
"5/4/2017","At Kampus K Universitas Gunadarma  https://t.co/IgbNXEypP3"
"5/4/2017","KABAR (Keputrian Akbar) 2017 dari UKM Fajrul Islam Kalimalang. https://t.co/uPxYxOV3YX"
"4/4/2017","RT @PPMBUG_DEPOK: Salam Gunadarma.. Diinfokan kepada seluruh peserta ujian masuk pada tgl 18 maret 2017 bahwa hasil ujian sudah tersedia da"
"4/4/2017","Malam ini kurang lengkap, masih kurang 3 personel...   @ Kampus D Universitas Gunadarma, Depok. https://t.co/7wlooZ1UnY"
"4/4/2017","di counter pendaftaran Universitas Gunadarma Kampus Depok, Jl. margonda no.100"
"4/4/2017","Salam Gunadarma.. Diinfokan kepada seluruh peserta ujian masuk pada tgl 18 maret 2017 bahwa hasil ujian sudah tersedia dan bisa diambil -c-"
"4/4/2017","Nyore again di sokin bangeettt hehe  (at Gedung 1 Kampus D Universitas Gunadarma Depok)  https://t.co/BQ3nBro78C"
"4/4/2017","HARI CERIA Ayo ikutan!   Pembagian 2nd Stuff    : Rabu, 5 April 2017  : 15.30 WIB  : Kampus E Universita https://t.co/pBP3UA32Rx"
"4/4/2017","Happy brithday ciwikuh  . . . . @ Kampus Universitas Gunadarma Karawaci https://t.co/1ONAr2Sic6"
"4/4/2017","Ini bukan hutan. Ini kampus.. @ Universitas Gunadarma Kalimalang J1 https://t.co/rb4H12Tznl"
"4/4/2017","Ngantuk (at Kampus H Univesitas Gunadarma)  https://t.co/gRzi3qIHRT"
"4/4/2017","Kayak anak kuliahan lagi (at Gunadarma University J1 Kalimalang)  https://t.co/yLED603Dnf"
"4/4/2017","@mapa_gunadarma Mau buat Baju Event? Kaos Kelas? Distro? Jaket Angkatan? Komunitas? Dll.Text-D55A0072/085602033331 IG projectmerch_vendor"
"4/4/2017","Halaaahhhh... (at Kampus H Univesitas Gunadarma)  https://t.co/f50NFZVV7w"
"4/4/2017","Selamat Siang. Saya mahasiswi Ilmu (w/ Ilham Pebry, dwi, &amp; 16 others at Kampus F Universitas Gunadarma) [pic]  https://t.co/oDYt8NJsTW"
"4/4/2017","#GSENT2017 Dilanjutkan dengan sambutan oleh ketua Pelaksana dan Dekan FE Universitas Gunadarma Bapak Toto Sugiharto"
"4/4/2017","Analisis perancangan sistem akuntansi (at Universitas Gunadarma Kampus B)  https://t.co/by3GRNBM1L"
"4/4/2017","Gersang  (at Kampus J5 Universitas Gunadarma)  https://t.co/C6bf1hOxQK"
"4/4/2017","Bismillah, Gunadarma Sharia Economic Event 2017 #GSENT2017 #SEFUG #KSEISEF #EventUG (at @komunitasug) [pic]  https://t.co/3Sv34oPMl1"
"4/4/2017","#PinkaFact: Pinka kuliah di Gunadarma, jurusan psikologi."
"4/4/2017","Paling ngantuk nih (with para at Kampus K Universitas Gunadarma)  https://t.co/A9cgECZz8O"
"3/4/2017","#RumahDijual Rumah siap Di kawasan margonda gunadarma https://t.co/9QZlCgWp1Y"
"3/4/2017","@gunadarma_ sore min, pengumuman untuk proposal skripsi gelombang kedua dan ketiga kira2 kapan ya di posting di web jurusan?"
"3/4/2017","Masih gua liatin lu. Hehe  . . . Nanti juga lo paham  @ Kampus H Univ. Gunadarma Kelapa 2 Depok https://t.co/BtaxlZ0IVk"
"3/4/2017","Mereka ngerjain kita mah foto aja (w/ Nindya, Dhea putri, &amp; 2 others at Gunadarma University Karawaci) [pic]  https://t.co/q83dMZ8VtQ"
"3/4/2017","Loh pindah kampus umum(?) (with Prien at Perpustakaan Universitas  Gunadarma, kampus H lantai 5)  https://t.co/CclB5XlkwK"
"3/4/2017","@gunadarma_ min mau nanya dong, buat daftar kursus myob dan mini bank di depok dimana yah ?"
"3/4/2017","The next target adl anak2 rantauan yg di IPB dan Gunadarma. Cus lah"
"3/4/2017","gepooo, cicii liat ini  (with Hanny and Ghea at LEPKOM Universitas Gunadarma) [pic]  https://t.co/OfK8vzoIuj"
"3/4/2017","Welcome dekstop (at Kampus J5 Universitas Gunadarma)  https://t.co/oEnoFArpmV"
"3/4/2017","At Gunadarma University Karawaci  https://t.co/FwkE68F5ZA"
"3/4/2017","@ArdanWidhayaka Sudah, silakan dapat datang langsung pada Counter Pendaftaran Kampus."
"3/4/2017","RT @mapa_gunadarma: Salam Rimba!!! UPACARA PEMBUKAAN PENDIDIKAN DASAR ANGKATAN XXV MAPA GUNADARMA.  Jadilah https://t.co/bfd7hzCl4W"
"2/4/2017","BEM Fakultas Sastra Universitas Gunadarma mengadakan seminar kebudayaan yang bertajuk Embrace The Diversity.... https://t.co/8wjU39kYrz"
"2/4/2017","RT @biemofficial: Merangkul Keragaman Bersama BEM Fakultas Sastra Universitas Gunadarma | https://t.co/zwgaHekclm https://t.co/eH2FHEPWhk l"
"2/4/2017","Merangkul Keragaman Bersama BEM Fakultas Sastra Universitas Gunadarma | https://t.co/zwgaHekclm https://t.co/eH2FHEPWhk lewat @biemofficial"
"2/4/2017","Jutawan Squad  #asisten29 #programer29 #29kalimalang #labMadas #University_gunadarma #Fakultas_Ekonomi"
"2/4/2017","@hanyhadiesti Di gunadarma, kamu dmana? Rencana kalo banyak temen mau sewa mobil aja.. Oke kabarin yaa.. Kemungkinan jalan pagi soalnya.."
"2/4/2017","aitipest2017 itfestival_ug @ Universitas gunadarma kampus E https://t.co/pFiSLh3e4J"
"2/4/2017","@gunadarma_ min Pendaftaran calon mahasiswa udah buka belum?"
"2/4/2017","@JoshuaWorotikan Akan diinformasikan langsung by phone atau e-mail."
"2/4/2017","@darawulan_ Silakan dapat ke PSA."
"2/4/2017","Terjebak bgt dikampus?  (at Gunadarma University J1 Kalimalang)  https://t.co/D3mHm5O4SE"
"2/4/2017","Ask Kos Kosan   Kost Kostan Wilayah Universitas Gunadarma Bekasi J1 Kalimalang : https://t.co/YGvm5YCe17"
"2/4/2017","Mapala Gunadarma dadakan  3EA39 @ Taman Nasional Gunung Gede-Pangrango https://t.co/KfKp3y7qQN"
"2/4/2017","10 fact about  -gunadarma -basis keren -ga mau rugi -care -jomblo juga  -ganteng -petakilan -cadel -mirip ivan 17 https://t.co/Dlu1BEHjxs"
"2/4/2017","@gunadarma_ pengumuman hasil tes masuk univ gunadarma kapan ya? mksh"
"2/4/2017","@PLAYMFSUB HI Unpad, Manajemen UI atau gunadarma bagus, STAN apalagi wkwkw"
"2/4/2017","@gunadarma_ min, kalau mau mengurus pergantian nama dimana, ya?"
"2/4/2017","oiya, kita temanya mahasiswa/siswi ya! aku pakai 3 universitas terkenal di depok aja nih. universitas indonesia,gunadarma sama pancasila."
"2/4/2017","Kemarin BEM Fakultas Sastra Universitas Gunadarma telah melaksanakan seminar berjudul"
"2/4/2017","Embrace The Diversity yang bertempat di Auditorium K2121 Universitas Gunadarma."
"2/4/2017","Pada seminar ini terdapat 3 pembicara yaitu Mrs. Lulu (Non-Native) yg merupakan Dosen Universitas Gunadarma yg pernah berkuliah di Prancis."
"2/4/2017","#RumahDijual investasi kost di Margonda Depok sudah 80% penyewa dekat Gunadarma dan UI https://t.co/joRJI4WuOS"
"2/4/2017","#propertidijual investasi kost di Margonda Depok sudah 80% penyewa dekat Gunadarma dan UI https://t.co/JZnV2HvBCe"
"2/4/2017","#RumahDijual investasi kost di Margonda Depok sudah 80% penyewa dekat Gunadarma dan UI https://t.co/lXKHEDjqH3"
"2/4/2017","#RumahDijual investasi rumah kost di Margonda Depok dekat Universitas Gunadarma dan UI https://t.co/QEs1A7TXzA"
"2/4/2017","#RumahDijual rumah kost di Margonda dekat Gunadarma &amp; UI dengan &gt;40 kamar &amp; 80% penyewa https://t.co/FyhIzQyurJ"
"2/4/2017","#propertidijual investasi kost di Margonda Depok sudah 80% penyewa dekat Gunadarma dan UI https://t.co/fTPbbIDFyr"
"2/4/2017","#propertidijual investasi rumah kost di Margonda Depok dekat Universitas Gunadarma dan UI https://t.co/1E1eW0gRoW"
"2/4/2017","#propertidijual rumah kost di Margonda dekat Gunadarma &amp; UI dengan &gt;40 kamar &amp; 80% penyewa https://t.co/tbvCdm9VrB"
"2/4/2017","Selamat makan (with Andhika, Zulfahmi, and Dewi at Ayam Bakar Pondok Gunadarma)  https://t.co/wc4Xnva4ar"
"1/4/2017","@munfess Ipb, gunadarma )"
"1/4/2017","RT @bemfpsikologiUG:  Lokasi Lomba WPAP : Lab. Pengolahan Citra &amp; Multimedia Kampus D Gd. 4 Lt. 2 Universitas Gunadarma Depok  Biaya regi"
"1/4/2017","RT @bemfpsikologiUG:  Waktu Pelaksanaan Lomba Akustik : Senin, 17 April 2017  Lokasi Pelombaan Akustik : Ruang D461 Kampus D, Universitas"
"1/4/2017","RT @bemfpsikologiUG: BEM FIKTI Universitas Gunadarma Proudly Presents : FIKTI Art Music and Exhibition (FAME) 2017 Sensasi Menjelajahi"
"1/4/2017","Yuk intip liputan seminar Artificial Intelligence di Universitas Tarumanagara, Budi Luhur dan  Gunadarma https://t.co/8AyByJLBHo"
"1/4/2017","Yuhuuuuu~ (with HMTK_Gunadarma at @town_futsal)  https://t.co/rahE0Kpj5z"
"1/4/2017","Wisuda Universitas Gunadarma Event #xtalentproduction #xtalentShowManagement  Business Manager : https://t.co/srb3vvFUae"
"1/4/2017","RT @gunadarma_: Batas Akhir Pengambilan KRS Genap (ATA) 2016/2017. https://t.co/JWqNCRSao1"
"1/4/2017","RT @MajalahUG: Jejak Indonesia di Kebun Botani Leiden. https://t.co/pwQwjviFhg"
"1/4/2017","RT @MajalahUG: Ngalong di Cikalong, Kemah Berasa Rumah. https://t.co/FKMc8wodsS"
"1/4/2017","Jejak Indonesia di Kebun Botani Leiden. https://t.co/pwQwjviFhg"
"1/4/2017","Temitemday.. Tumben couplean bertiga @ Kampus Universitas Gunadarma Karawaci https://t.co/SD3yW6ycIl"
"1/4/2017","Ngalong di Cikalong, Kemah Berasa Rumah. https://t.co/FKMc8wodsS"
"1/4/2017","Usaha Tahu Gila. https://t.co/ctJLNI7Trz"
"1/4/2017","Mempertahankan Kemanusiaan yang Adil dan Beradab dari Degradasi Moral Bangsa. https://t.co/tTQfXTTIbY"
"1/4/2017","Pandangan Ormas Pemuda Pancasila dalam Penerapan Sila kelima di Masyarakat. https://t.co/UAKtqmIkto"
"1/4/2017","RT @gunadarma_: Pengecekan Nilai Semester Ganjil (PTA) 2016/2017. https://t.co/iffDP4UzOo"
"1/4/2017","Perhitungan Produk Bahrin Nada Collection. https://t.co/EayeaRcwA2"
"1/4/2017","Hasil Estimasi Biaya UD Lestari. https://t.co/ywEVnuMajN"
"1/4/2017","Meraih Pundi Keuntungan CV AGUS KONVEKSI. https://t.co/h8u0DopQ6s"
"1/4/2017","Mengubah Frustasi Menjadi Rezeki. https://t.co/GvdUcPVmdN"
"1/4/2017","Sebuah Mimpi yang Menjadi Nyata. https://t.co/WqmUZaC6Ak"
"1/4/2017","Berawal dari Kegemeran Sang Anak, Hingga Menumbuhkan Minat Usaha. https://t.co/b5n7Lrznh1"
"1/4/2017","Gila matematika (with Nindya and Dhea putri at Gunadarma University Karawaci) [pic]  https://t.co/0iZs6cYfkT"
"1/4/2017","Salam Rimba!!! UPACARA PEMBUKAAN PENDIDIKAN DASAR ANGKATAN XXV MAPA GUNADARMA.  Jadilah https://t.co/bfd7hzCl4W"
"1/4/2017","@xolove23_ Sampai pukul 12.00 WIB."
"1/4/2017","Untuk syarat : kamu harus mahasiswa Univ. Gunadarma, minimal sem. 4, nilai MK1/DMK (calon asisten) B dan ipk minimal 2.90"
"1/4/2017","Kesekolahannya Nobita dulu @ Kampus D Universitas Gunadarma, Depok. https://t.co/f8oXSkhgF3"
"1/4/2017","Bagi mahasiswa Univ. Gunadarma jurusan Manajemen-Akuntansi (sbg Asisten) dan Sistem Informasi-Teknik Informatika (sbg programmer)"
"1/4/2017","Udah tau belum kami, Lab. Manajemen Menengah sedang melakukan Open Recruitment Asisten Lab, untuk kalian mahasiswa Univ. Gunadarma"
"1/4/2017","Mtk again  (at Gunadarma University Karawaci)  https://t.co/lq5D4nUTdx"
"1/4/2017","Batas Akhir Pengambilan KRS Genap (ATA) 2016/2017. https://t.co/JWqNCRSao1"
"1/4/2017","Pengecekan Nilai Semester Ganjil (PTA) 2016/2017. https://t.co/iffDP4UzOo"
"1/4/2017","#RumahDijual investasi kost di Margonda Depok sudah 80% penyewa dekat Gunadarma dan UI https://t.co/8TjwU3I0AL"
"1/4/2017","#RumahDijual investasi rumah kost di Margonda Depok dekat Universitas Gunadarma dan UI https://t.co/geHb3DKay7"
"1/4/2017","#RumahDijual rumah kost di Margonda dekat Gunadarma &amp; UI dengan &gt;40 kamar &amp; 80% penyewa https://t.co/VKnHAALQ7y"
"1/4/2017","#propertidijual investasi kost di Margonda Depok sudah 80% penyewa dekat Gunadarma dan UI https://t.co/R3smPFzCuQ"
"1/4/2017","#propertidijual investasi rumah kost di Margonda Depok dekat Universitas Gunadarma dan UI https://t.co/yPRXAcX9io"
"1/4/2017","#propertidijual rumah kost di Margonda dekat Gunadarma &amp; UI dengan &gt;40 kamar &amp; 80% penyewa https://t.co/Ap4u5JPTPn"
"31/03/2017","06.49 Wib Arus Lalin Jl.Margonda Depan Univ.Gunadarma Arah Jakarta Ramai Lancar Dan Sebaliknya Lancar. https://t.co/NMuDsOVhbp"
"31/03/2017","RT @restadepok: 06.49 Wib Arus Lalin Jl.Margonda Depan Univ.Gunadarma Arah Jakarta Ramai Lancar Dan Sebaliknya Lancar. @TMCPoldaMetro https"
"31/03/2017","#PolrestaDepok: 06.49 Wib Arus Lalin Jl.Margonda Depan Univ.Gunadarma Arah Jakarta Ramai Lancar Dan Sebaliknya Lan https://t.co/Tdm9d0mTAn"
"31/03/2017","#BeritaDepok: Universitas Gunadarma Gelar Seminar Perkembangan Satelit Produksi Indonesia https://t.co/j9t59XiHKD"
"31/03/2017","#BeritaDPK Universitas Gunadarma Gelar Seminar Perkembangan Satelit Produksi Indonesia https://t.co/b157JumB9U https://t.co/FkYVqTbgSf"
"31/03/2017","@nuraralifa untuk cabang kami yang di depok berada di jl.margonda raya no. 445. dari Gunadarma lurus, Disebelah ATM https://t.co/za7T01rdzT"
"31/03/2017","@munfess Mungkin bisa bantu ngejawab https://t.co/1T1HuaOfqf"
"31/03/2017","Universitas Gunadarma Gelar Seminar Perkembangan Satelit Produksi Indonesia https://t.co/6t23RiqI69 #depok https://t.co/CLjFhTnYq2"
"31/03/2017","Ketinggalan Seminar Cloud Computing di Gunadarma, 11 Maret kmarin? Tenang, kamu bisa download materinya disini https://t.co/QLZMKbMS3l"
"31/03/2017","At Gunadarma University Karawaci  https://t.co/Dt45XIBnh3"
"31/03/2017","RT @EventJakartaCom: IT Festival 2017: Seminar, FTI Factory Visit, Pameran | 27 Mar - 6 Apr @ Univ Gunadarma | 081314572094 @UG_BEMFTI http"
"31/03/2017","Wakili Indonesia Pada Kompetisi CanSat International, Univeritas Gunadarma Raih Juara https://t.co/ru7L7SqcwJ #depok https://t.co/jkY9WHryoR"
"31/03/2017","Hejo hejo and coklat coklat  @ Kampus D Universitas Gunadarma, https://t.co/u9pKf2FurN"
"31/03/2017","Sekretariat BEMF Psikologi Universitas Gunadarma Kampus E, kelapa dua, Depok  Registration Fee: Rp. 150.000"
"31/03/2017","Akhirnya sidang PI juga ya Liv.. @ Kampus D Universitas Gunadarma, Depok. https://t.co/wqcWSupgQu"
"31/03/2017","#BeritaDPK Wakili Indonesia Pada Kompetisi CanSat International, Univeritas Gunadarma Raih Juara https://t.co/0VAEyRM3nX"
"31/03/2017","#BeritaDepok: Wakili Indonesia Pada Kompetisi CanSat International, Univeritas Gunadarma Raih Juara https://t.co/16IDDhHD7V"
"31/03/2017","  Galih &amp; Ratna by Gamaliel Audrey Cantika (at Ruang Arsip Laboratorium Manajemen J1421 Univeraitas Gunadarma)  https://t.co/EKWJTiyiTK"
"31/03/2017","Bismillah  (with gani at Kampus D Universitas Gunadarma)  https://t.co/QjOBNwkLA6"
"31/03/2017"," Sabtu, 1 April 2017   Auditorium D462, Kampus D Universitas Gunadarma Depok  11.00 - selesai"
"30/03/2017","RT @AriqAidit: Santai sejenak di kedai kopi maskus  @Kusstyle di jalan Pamaan dekat Gunadarma Depok sambil diskusi politik. MANTAP https://"
"30/03/2017","#propertidijual rumah kost di Margonda dekat Gunadarma &amp; UI dengan &gt;40 kamar &amp; 80% penyewa https://t.co/gnjIgaYW2W"
"30/03/2017","#propertidijual investasi rumah kost di Margonda Depok dekat Universitas Gunadarma dan UI https://t.co/qAGLUG2FJw"
"30/03/2017","#propertidijual investasi kost di Margonda Depok sudah 80% penyewa dekat Gunadarma dan UI https://t.co/A4yjmcuiVF"
"30/03/2017","#RumahDijual rumah kost di Margonda dekat Gunadarma &amp; UI dengan &gt;40 kamar &amp; 80% penyewa https://t.co/kIGbB9ffgB"
"30/03/2017","#RumahDijual investasi rumah kost di Margonda Depok dekat Universitas Gunadarma dan UI https://t.co/jPLv5FlP8i"
"30/03/2017","#RumahDijual investasi kost di Margonda Depok sudah 80% penyewa dekat Gunadarma dan UI https://t.co/7Jewjs4OK4"
"30/03/2017","Bapak Polantas @restadepok , mau info kalau angkot ngetem dan parkir didepan Gunadarma Pocin bikin macet  https://t.co/61WydSXt0p"
"30/03/2017","Anak psikologi belajar komputer ga lu (at Gunadarma University Karawaci)  https://t.co/f2Acah8J4B"
"30/03/2017","Seblak buat sarapan  #sarapan #seblaklagi #seblakmulu @ Kampus D Universitas Gunadarma, Depok. https://t.co/IkFotr3Bsy"
"30/03/2017","At Kampus F4 Universitas Gunadarma  https://t.co/6cjbe0SzKM"
"30/03/2017","SubhanaAllah (at Gunadarma University Karawaci)  https://t.co/G5WEg0Nsqe"
"30/03/2017"," Lokasi Lomba WPAP : Lab. Pengolahan Citra &amp; Multimedia Kampus D Gd. 4 Lt. 2 Universitas Gunadarma Depok  Biaya registrasi : Rp 50.000"
"30/03/2017"," Waktu Pelaksanaan Lomba Akustik : Senin, 17 April 2017  Lokasi Pelombaan Akustik : Ruang D461 Kampus D, Universitas Gunadarma"
"30/03/2017","BEM FIKTI Universitas Gunadarma Proudly Presents : FIKTI Art Music and Exhibition (FAME) 2017 Sensasi Menjelaja https://t.co/45Sw0bghFA"
"30/03/2017","Punya band akustik Yuk Ikutan Kompetisi di Bidang Seni dari BEM FIKTI Universitas Gunadarma "
"30/03/2017","Alhamdulillah, transaksi baru dari dropship atau reseller kami~ @ Universitas gunadarma kampus E https://t.co/nomllzAotb"
"30/03/2017","Hijrah gedung (with Tengku Mariani, Risma, and Muhammad at Kampus J5 Universitas Gunadarma)  https://t.co/gVyJuZczUa"
"30/03/2017","@munfess yah saya di gunadarma kelapa dua depok"
"30/03/2017","13.54 Wib Arus Lalin Jl.Komjen.Pol.M.Yassin Depan Univ.Gunadarma Arah Jl.Raya Bogor Maupun Sebaliknya Terpantau Ram https://t.co/dAANTRxyLv"
"30/03/2017","RT @restadepok: 13.54 Wib Arus Lalin Jl.Komjen.Pol.M.Yassin Depan Univ.Gunadarma Arah Jl.Raya Bogor Maupun Sebaliknya Terpantau Ramai Lanca"
"30/03/2017","#PolrestaDepok: 13.54 Wib Arus Lalin Jl.Komjen.Pol.M.Yassin Depan Univ.Gunadarma Arah Jl.Raya Bogor Maupun Sebalik https://t.co/mnDAyjF1Lg"
"30/03/2017","@gunadarma_  @RoemahKopiGmb jalan semporlama no.28 gombong (pojok Roemah Marthatilaar) selasa - minggu 15.59 - 00.01 #salamsruputz"
"30/03/2017","Temanya hari ini chocolate euy  (with Ratna and fani at Kampus Gunadarma Gd.4 Ruang. D411) [pic]  https://t.co/IXCI6JBjEt"
"30/03/2017"," Pendaftaran seminar bisa melalui stand kami di lobby kampus J1 Univ Gunadarma atau bisa juga via online pada link: https://t.co/6XR6WdcBPr"
"30/03/2017"," Ruang Cinema (J167) Kampus J1 lt. 6 Univ. Gunadarma Kalimalang  Sabtu, 8 April 2017  08.00-11.45 WIB  HTM: 15k  OTS:  20k"
"30/03/2017","_Assalamu'alaykum Warahmatullah ..._ *Departemen Pemuliaan Perempuan UKM Fajrul Islam Univ. Gunadarma Kalimalang _ https://t.co/AI9QoE7r8g"
"30/03/2017","Congratulations sist !!! @ Kampus D Universitas Gunadarma, Depok. https://t.co/0LHDSW0hgm"
"30/03/2017","@gunadarma_ min info loket keuangan kampus J1 Kalimalang. Buka nya hari apa sama jam berapa aja ya ? Thanks"
"30/03/2017","Yakmabtabbb (with Andini at Ayam bakar gunadarma) [pic]  https://t.co/lNqADs0ceu"
"30/03/2017","Jangan lupa kirimin ke Riffanrnsa (line) atau bisa DM instagram BEMF Psikologi Universitas Gunadarma. Ditunggu yaa!!"
"30/03/2017","#RumahDijual rumah kost di Margonda dekat Gunadarma &amp; UI dengan &gt;40 kamar &amp; 80% penyewa https://t.co/itkufKyKXy"
"30/03/2017","#RumahDijual investasi rumah kost di Margonda Depok dekat Universitas Gunadarma dan UI https://t.co/NIjBlGoJaH"
"30/03/2017","#RumahDijual investasi kost di Margonda Depok sudah 80% penyewa dekat Gunadarma dan UI https://t.co/NxVdVK3tF9"
"30/03/2017","Ea workshop hari ini... Siapa yg work? Siapa yg shop?  @ Gunadarma University Depok https://t.co/mYeRUwJgH9"
"29/03/2017","Kepagian apa belum buka ini loket legalisir ijazah... Masih aja dah kemari (at Universitas Gunadarma Kampus D)  https://t.co/mGZUdLpIAD"
"29/03/2017","Nyarap bubur emng paling nikmat (at Gunadarma University J1 Kalimalang)  https://t.co/Lz9F1aTPdN"
"29/03/2017","Maklumin aja, doaennya lagi hamil. Semoga anaknya diberi keberkahan deh (at Perempatan Gunadarma)  https://t.co/4ZQIvcDX7o"
"29/03/2017","@gunadarma_ min loket kampus d untuk kursus nomor berapa ya? Trus bukanya jam berapa?"
"29/03/2017","SPM Level 1 yang dibawakan oleh Pak Fadli dari BEI di Galeri Investasi Univ. Gunadarma, 29 Maret 2017. https://t.co/10QxXhVaEi"
"29/03/2017","@rafif_nugroho by e-mail atau phone."
"29/03/2017","@zyhanan ada tulisannya di setiap loket. LePKom atau LePMa."
"29/03/2017","@gunadarma_ tanggal tanggal brp pengumuman hasil PMDK 2017/2018?"
"29/03/2017","At Gunadarma University Karawaci  https://t.co/ycVqyx6tR2"
"29/03/2017","At Gunadarma University Karawaci  https://t.co/lwOWQEcDUh"
"29/03/2017","IT Festival 2017: Seminar, FTI Factory Visit, Pameran | 27 Mar - 6 Apr Di Univ Gunadarma | 081314572094 @UG_BEMFTI https://t.co/emHuM4ybCe"
"29/03/2017","Ujung-ujungnya beem makan disini (with Candra at Gunadarma University J1 Kalimalang)  https://t.co/PTxQt8j89i"
"29/03/2017","Besok wisuda (at Kampus G Universitas Gunadarma) [vid]  https://t.co/Ohgbob4PPb"
"29/03/2017","Hari ini setahun yg lalu.. Haha (at Gedung 5 Lantai 2 Kampus D Universitas Gunadarma) [pic]  https://t.co/nOhDXl9xeJ"
"29/03/2017","Selamat untuk GSC Futsal sebagai juara di kompetisi We Love Futsal Gunadarma Semoga semakin https://t.co/XqGzZORW8U"
"29/03/2017","Temen-temen UKM Volleyball Gunadarma habis ngadain Makrab dan Sertijab Pengurus Lama-Baru nih. https://t.co/dlVBhAx8Ww"
"29/03/2017","@iamsita depan Gunadarma Pocin cuma bersih kalo ada polisi atau dishub"
"29/03/2017","Siap kirim ke lamongan, bismillah~ @ Universitas gunadarma kampus E https://t.co/9pLZ3cI7TH"
"29/03/2017","#propertidijual Rumah 2 Lantai di Kelapa Dua Depok dekat Kampus Gunadarma https://t.co/Vt6eHQe1Ei https://t.co/z4w32X8rqv"
"29/03/2017","RT @UKMVOLIUI: Di lapangan sebelah sedang berlangsung pertandingan voli putri antara STAN melawan Universitas Gunadarma https://t.co/4lFJJf"
"29/03/2017","RT @UKMVOLIUI: Sekarang akan berlangsung pertandingan voli putra antara UI melawan Universitas Gunadarma!! https://t.co/zYo8B9g0mw"
"29/03/2017","At Kampus F4 Universitas Gunadarma  https://t.co/9f7CfEhaSd"
"29/03/2017","IT Festival 2017: Seminar, FTI Factory Visit, Pameran | 27 Mar - 6 Apr @ Univ Gunadarma | 081314572094 @UG_BEMFTI https://t.co/emHuM4ybCe"
"29/03/2017","Sekretariat BEMF Psikologi Universitas Gunadarma Kampus E, kelapa dua, Depok  Registration Fee: Rp. 350.000,.(General)"
"29/03/2017","At Kampus F4 Universitas Gunadarma  https://t.co/hvcmdwwNd7"
"29/03/2017","#tlrp ada yang kuliah di gunadarma depok?mau nanya2"
"29/03/2017","#tlrp ada yang kuliah di gunadarma depok?mau nanya2 @leeminhonmj"
"29/03/2017","#ptl ada yang kuliah di gunadarma depok?mau nanya2 @leeminhonmj"
"29/03/2017","ONLYRPE: #tlrp ada yang kuliah di gunadarma depok?mau nanya2"
"29/03/2017","ONLYRPE: #tlrp ada yang kuliah di gunadarma depok?mau nanya2 leeminhonmj"
"29/03/2017","Eh eh  @ Kampus G Universitas Gunadarma https://t.co/kzT2Vv5YRc"
"29/03/2017","Aroma sisaan sidang  @ Universitas Gunadarma https://t.co/Oz5XXWbvy5"
"29/03/2017","Kopdar Jakampus Gunadarma...tetap ingat dan ksini walaupun udah (w/ Jakampus at Mading Universitas Gunadarma)  https://t.co/chGkBMNfV4"
"29/03/2017","di kelas pada main hp semua dosennya kayak (w/ Dea  &amp; Nadia at KAMPUS MAGISTER S2 UNIVERSITAS GUNADARMA)  https://t.co/gVREuaNJ2P"
"29/03/2017","RT @bemfpsikologiUG: Sekretariat BEMF Psikologi Universitas Gunadarma Kampus E, kelapa dua, Depok  Registration Fee: Rp. 350.000,.(Genera"
"29/03/2017","Jd inget jaman kuliah, pny pacar kuliah DI UGM (Universitas Gunadarma Margonda)  (at @ptkai) [pic]  https://t.co/FxRfUhm6RS"
"29/03/2017","Santai sejenak di kedai kopi maskus  @Kusstyle di jalan Pamaan dekat Gunadarma Depok sambil diskusi politik. MANTAP https://t.co/6WaUDmvxU1"
"16/01/2016","@Ren_Sren Binus. Yg bagus sih gunadarma sama binus. Tapi mereka lebih mahal ??dan jauh yaudah di bawahnya mreka ada mercu. Baru esa unggul"
